300 300
12465 10907 938244
1048 343 722281
2008 2746 817296
7231 17667 800849
13253 7177 82506
19522 17414 917345
10179 5617 627691
8384 3837 112747
8157 2966 267984
19546 18674 885610
10246 15256 163842
12414 19490 790785
19727 12557 303832
412 5411 828926
10557 12469 802606
5908 2814 887228
12015 542 696704
14424 15227 131231
5466 14470 669190
6926 19378 302219
17823 2711 457274
19849 13886 757016
17672 12545 545961
16499 10629 958010
15223 24 287550
17700 2342 15142
11632 13876 980814
19255 12530 699725
10611 16994 692099
2576 12523 50294
6703 6671 920428
4411 7526 564516
4105 9065 296794
14432 15872 582294
17353 9821 746969
1892 7742 322721
17738 9962 376464
13340 19085 830174
16071 13322 803705
11237 7771 316894
5258 6739 500926
17235 4725 391505
5226 9636 61031
12457 17165 911428
7173 3379 730818
15109 3805 60752
13399 7592 522242
11292 17679 125784
5192 686 688903
1581 17060 609881
10243 5349 869270
2288 11611 829878
13154 986 111680
5713 14616 137012
19116 17719 572069
17538 12704 160106
8088 481 438194
19785 8079 664197
7195 13494 334984
18269 8205 269125
8590 1503 329745
14780 8089 446892
4695 16489 884614
8179 37 427623
17491 13030 228088
2104 17731 79232
12312 11910 182385
8833 17249 997426
1496 620 259619
1004 18567 80401
7345 17137 463995
4672 1249 226630
6200 16944 433771
11051 5255 407863
18557 2286 701109
6269 8360 720138
6982 9778 487751
9693 1479 392547
7599 8392 286830
8972 14816 73554
1505 10701 577772
15983 653 9532
12151 4310 493816
5880 1744 13799 7500
9737 17381 14355 19587
5854 3632 11548 8503
14541 2416 18490 6276
8164 4318 9875 6497
19720 1984 19979 10274
17643 3584 19019 14787
6126 12270 18660 15487
581 12199 15749 15747
16787 7107 18238 12681
1887 1429 13439 17942
3671 18095 8996 18891
839 145 11872 17704
12718 2595 17536 4856
9398 14998 13505 16588
6406 5814 6619 16125
7835 3741 11618 4409
9403 11668 15986 15373
19780 3006 19823 12548
8246 6062 16772 13239
11318 13836 14976 16992
19754 3235 19868 13504
15268 1778 15813 6652
13342 4193 13575 10821
3088 13744 19142 18459
11370 8138 11599 13298
10419 6010 14329 19198
7449 5247 12986 19040
837 9332 19794 14973
6353 6647 15796 8408
19012 13851 19912 14845
354 6412 9535 13589
12445 702 19520 3630
3720 2525 9922 5338
14286 7050 15005 11804
16443 10971 16685 16272
9843 10378 17454 11766
13963 15434 19494 17196
4458 14192 19951 19829
11884 6413 19368 8480
12874 17130 16873 19260
8578 14077 11027 18111
2767 3476 4845 8808
121 14044 18279 19038
836 9872 3378 15675
255 19055 9229 19220
8293 6231 13962 11912
19354 6287 19396 13866
9524 7130 19609 17995
8195 2766 18599 16615
18510 8011 18858 14284
10538 14680 11864 19813
10752 5787 16322 6731
16566 10777 17262 11244
10663 15964 12891 19824
12175 10255 19753 13708
14040 7539 16122 14093
19018 1931 19410 2907
8261 1317 17688 13999
19220 14679 19491 17971
3200 8681 4973 19631
13330 5089 16917 10920
17765 13511 19341 17565
3027 11398 17433 14587
91 6189 461 14030
9546 2193 18587 6658
8855 2964 14700 12691
14128 263 15039 3239
6131 16160 17930 18995
11196 498 13725 10444
14713 7622 17102 11520
10524 8664 13983 19125
12159 13257 18876 18253
5173 15014 14315 17630
14040 16665 15781 17633
10685 1939 18014 5587
6196 15649 18467 16779
2463 13444 13197 16083
3503 19408 5138 19919
4708 4971 11057 6996
15193 3805 16509 9327
16111 743 18981 6135
13067 19364 14340 19383
5971 14195 9212 16073
19633 17256 19986 17843
13868 6209 18177 17577
13196 10025 17634 16887
3266 14233 5380 19157
6859 1794 7094 12819
1404 8111 2212 16295
17265 496 18943 13132
11136 19351 13895 19932
10789 4474 13343 6053
15272 4446 18052 16483
5125 13035 15233 16021
15661 8560 16289 9604
2921 14515 11546 15289
18915 236 19558 9690
17773 11991 19652 13778
10621 15614 14114 18819
8307 6865 11503 15825
19734 793 19791 2042
3418 10105 12726 16967
2536 16979 5970 19339
7906 10308 18041 19159
10797 1209 13662 14605
16363 17783 18382 18011
5588 8502 7525 12509
6200 14509 12589 17668
5920 14458 13670 14918
18476 2163 18854 3698
15956 17181 17810 19333
15991 17160 19780 19006
12009 682 13761 19858
10581 18795 12672 19780
15888 14648 17164 19973
6677 19905 19200 19913
1493 8157 6372 12849
3600 15027 5162 18004
6543 6717 14690 6937
15006 9322 18702 18095
18361 214 18791 7034
10885 5933 14851 13006
15354 1689 17093 6018
8511 7138 11281 19172
29 710 14616 4836
18375 12728 19725 19676
15003 19302 15883 19443
479 15 16100 14153
5990 2892 7381 11662
19783 24 19905 13987
5009 3136 18783 16294
6670 19118 12694 19860
14051 9242 16235 10269
7435 14562 11529 16249
6566 1611 18247 13513
12401 16869 16991 18160
17093 4546 19265 19646
2500 4748 8919 15889
10408 8009 19073 13020
4470 634 19555 19897
19443 11833 19744 19585
10901 7007 16905 10150
10190 3795 12455 9947
13904 16348 14311 18170
16872 1936 17609 13498
5966 18046 6429 19366
11677 5373 17714 9659
1554 10128 2736 15834
4153 9835 19423 16785
11206 15803 14904 18213
18772 19534 18780 19827
15073 16969 17630 17318
8406 5343 14268 7161
2350 18925 10637 19774
12224 7930 16936 18807
2965 13659 19367 19878
11347 1033 17345 10161
19490 4831 19553 6287
11278 12858 15508 19082
19805 2806 19908 10429
1714 3896 11818 10833
5694 1281 15789 17970
3100 17374 9877 19814
18969 19252 18995 19808
839 849 11923 6148
19219 10313 19435 15286
9727 317 18746 12117
14331 16754 18743 16803
13772 12594 17864 16889
17516 1642 18456 16202
7752 18583 19100 19381
14430 1250 16007 11220
36 12979 10379 13957
13318 8979 13782 11396
3765 10490 12139 14388
17707 752 19608 9353
3531 5347 7487 19908
11608 5807 14011 18628
5292 16973 10126 17025
87 18183 18790 19744
10801 306 15750 5262
9114 17405 11146 19229
2487 884 4580 8063
2253 14875 9883 17389
4360 11588 4759 12597
3224 6089 17242 10073
4143 9551 4193 13303
12268 11569 18995 15422
10806 2682 15791 18082
12069 1194 15324 15372
572 18280 15614 19362
15215 9846 18335 14775
14047 3782 15893 8586
11297 17518 15478 18826
17936 2953 18490 14155
16033 10612 17045 18209
10198 531 11533 16445
6004 2358 10003 16124
2403 7755 17049 12743
8771 2295 10616 7012
5271 5060 6970 8958
12161 18885 15012 19457
3725 7881 7346 12247
3141 18300 16861 18580
658 8875 7490 18841
4053 17732 18231 18913
17500 16263 17874 19567
19019 8755 19816 9453
18208 19786 19994 19980
14328 12788 16779 16064
8246 3529 8667 9450
19265 1790 19525 12187
15678 18058 18261 19042
17958 5628 19111 11874
8282 7117 14094 18617
18290 1522 19026 5714
19005 11239 19592 14926
3445 8675 8899 18187
14975 6494 16823 9803
18856 13260 19553 14521
19409 17626 19501 18194
17522 1163 18742 7992
14694 9636 16965 12240
7590 116 8631 12831
9747 3053 15623 12624
4530 7187 10465 10209
5725 11469 7291 18798
7015 3675 16085 5877
13220 384 19076 3715
3325 10507 14300 14600
6859 9560 17290 15246
3870 16756 6007 18547
4391 5779 4755 13789
1855 19679 15593 19971
9717 17305 11025 18597
14549 10789 15392 13136
14750 741 14768 14892
5581 11242 8568 13341
19134 18969 19901 19452
5540 14640 11775 18836
8815 12499 13907 17132
8007 9756 9397 15130
19418 2250 19492 4644
3625 15007 17909 16698
6072 2745 12156 16101
18402 8637 19734 10765
18540 13589 18902 16711
14474 16621 16306 19086
18317 3541 18506 7459
14649 19270 18514 19926
9618 11214 14913 14894
13714 593 14791 5888
5727 3293 6470 6965
1847 7310 15823 16973
3533 5645 8530 6504
18192 14711 19001 15974
8032 17 9282 9093
4016 7585 16096 17525
15181 3666 19983 18802
5981 11138 7157 15005
10381 16392 11353 16789
8819 5781 9161 15981
1328 16710 14867 17140
15733 10904 17774 14049
8503 6473 12624 10318
13756 1517 18541 6823
16490 804 19323 4301
9443 13968 13384 16216
6253 8192 10403 13137
4757 149 17142 8387
4310 10571 12076 19841
3283 1115 9085 18432
875 4257 4533 17529
6507 8711 13899 19294
12594 14467 15029 15481
18233 10966 19299 14417
8116 11798 15991 13202
1009 6276 19594 9171
7938 1036 12130 17438
16169 6407 19967 12312
18332 6071 18845 19835
14557 8674 18896 14093
17670 14704 18215 17796
19508 9218 19698 18397
10508 1513 15853 5283
5619 4558 13777 13381
2595 3016 12625 13996
1294 811 3313 12203
906 5284 7358 6835
13757 19097 17792 19569
19660 7535 19986 9624
3934 13426 6997 19572
8015 3270 19503 15709
12285 11652 17118 13560
7668 14766 18305 17660
12118 11511 13933 13527
2848 17002 14015 19322
17561 12692 18312 13509
10897 1810 18923 17164
