1000 10000
14974 11311 941
8386 6132 69
15844 15455 16
10228 13891 354
2291 7431 589
9624 12571 1
9336 7897 903
16278 17807 455
14648 13275 888
7627 13997 488
8368 5415 81
6378 11273 949
3508 17724 788
14861 9546 481
11740 15343 889
208 17811 805
17547 6157 310
16960 17156 413
8431 5497 156
3341 6195 188
11980 15205 530
5739 4583 460
3317 8280 159
14200 15049 96
3177 6538 208
18099 9371 21
7048 13133 912
6866 18332 177
4928 14226 597
7805 2644 528
4633 17859 971
13185 12372 105
1807 8411 380
13928 18714 464
14224 19562 219
847 2512 772
11197 14187 973
2532 11895 499
9304 9988 549
15553 10298 820
7030 18129 578
13846 10082 696
9043 13979 823
235 9336 322
1506 1141 741
721 13189 58
3332 8936 722
14127 8519 508
12637 975 415
9676 228 517
10106 14094 126
16362 12895 343
603 16636 647
19898 19506 254
12437 9798 783
8424 11169 53
18495 1069 473
16243 4354 284
13076 1735 501
19732 5390 728
10207 8353 495
19652 2639 577
7097 2711 316
17777 9241 448
19123 733 580
18260 19909 314
6158 14620 464
1103 2823 869
11182 17444 802
6085 8191 403
9600 5160 368
4973 7032 661
9227 1134 604
18534 18921 803
17385 3625 810
7106 6120 400
18603 14189 690
6345 14260 211
8993 16165 987
11680 11073 427
2369 12585 618
1069 6862 312
17945 15922 289
6087 7004 119
4900 5338 187
13273 1156 791
14809 4928 355
12353 19155 121
15337 5722 772
14569 7295 176
6900 13544 630
4129 5082 383
258 11399 871
1741 1333 736
14187 17237 480
19279 16964 299
7195 973 525
12683 11183 557
18366 17895 293
682 2299 955
5005 19341 631
107 9664 198
6574 7068 196
200 1044 956
7994 10360 101
9630 15557 898
4951 19549 740
6008 2519 245
4325 2656 612
17561 9798 772
17490 19750 522
12600 13593 914
12994 14939 569
15995 16568 117
18572 7932 645
16147 1270 627
13297 11313 521
13621 8694 525
16859 15507 635
19151 13307 741
11965 11608 757
17157 10181 45
7898 6438 840
14861 13732 813
10638 9576 34
8207 15513 173
10334 5720 233
5014 4919 725
4977 18335 44
19590 16510 902
5287 10 771
10648 3392 888
6075 3254 788
14431 3248 294
11882 12985 838
3609 18821 310
3266 14061 584
10657 11013 691
11771 7865 347
2970 2028 332
1829 16166 49
12273 10220 850
13370 8605 213
12396 2372 232
17588 17016 943
18512 11065 92
14365 17406 83
8547 16624 229
5774 5567 876
717 2996 306
9252 10134 947
819 6039 519
1350 5553 973
19586 11358 964
5161 16144 755
18930 4086 570
19024 15288 600
8832 17707 874
3330 16673 314
16296 4974 603
19274 3454 532
3390 1758 5
5805 3804 783
2078 8153 26
864 13359 760
12269 11872 1
8395 4632 732
13868 8241 387
450 9239 37
18314 1355 777
11818 11752 220
8789 7872 318
13913 4305 151
12642 2054 941
11609 1919 906
10984 2474 496
16589 5630 631
6145 1365 466
7823 8155 880
18123 10296 724
16490 7313 750
1755 4656 284
11946 1389 965
11347 16284 385
17610 13330 750
8586 7740 753
2899 5841 408
9707 1403 287
5133 16377 808
17015 16982 932
18301 9363 161
6354 8389 304
481 8561 991
1425 7726 174
5733 16404 550
14616 2638 456
10712 3366 380
8854 15801 977
14314 18711 523
6165 541 186
17043 15942 756
475 11747 97
3829 11786 570
16907 10076 891
17514 14855 110
10150 783 321
15688 7005 905
15204 11497 284
6728 17376 754
10053 7056 475
7347 567 379
19345 17995 447
13980 14166 147
18246 11937 10
11088 4682 647
19991 4663 707
16340 11593 471
16348 10694 478
12131 2361 854
18561 6984 492
3720 9807 152
3425 7339 953
14127 3517 554
13335 7474 970
18968 8450 665
19257 18207 876
6875 19684 692
5581 11062 452
12510 16835 81
14780 19103 124
15394 11631 625
9328 13232 272
692 3804 31
1965 2225 58
11636 15864 210
13621 11376 67
3815 10969 739
18624 1083 443
15325 9184 318
3348 4732 668
2188 3458 198
14810 1401 874
12048 19522 565
9756 11249 826
3496 1271 372
4682 19795 986
10754 11432 126
3414 5448 422
15391 6712 412
987 15533 561
14342 3682 390
9112 13112 65
13464 10850 306
6566 19363 98
15577 14404 467
1462 6234 960
19420 2314 679
19772 2607 968
12140 2965 290
11886 2518 262
16645 4264 774
18562 18341 63
6041 7161 451
427 10468 137
17585 13153 311
12211 3741 903
9620 8699 510
5133 5264 944
16297 11439 33
12169 17559 27
6446 19481 930
6078 323 302
6479 3477 521
12801 15556 756
13362 2006 363
8815 13269 6
11405 12303 595
17612 15609 35
18244 5315 271
9185 17996 300
4294 6114 8
6237 6683 860
16074 1702 522
15875 938 157
11812 7017 865
10193 17910 527
13132 377 574
7338 8279 325
15315 6547 420
15184 10202 363
11403 489 576
198 14023 214
2361 10886 639
17270 16025 123
4681 10613 915
8485 13187 340
14354 418 311
12195 14971 448
3700 11459 988
10243 12082 832
15008 16786 650
11000 17709 741
11081 3079 155
7450 19853 861
13168 12078 315
2480 1589 646
8013 873 625
8081 15848 819
3 277 493
2907 9144 874
6402 2944 695
2722 19487 821
16376 10866 286
16002 2508 632
2318 402 950
19515 19722 378
6458 14348 312
16950 18296 170
696 6200 375
15565 9622 384
19003 81 72
199 24 883
14055 18906 209
17626 3051 506
18668 9920 43
10334 8038 508
3705 5466 713
1625 1121 963
7703 6008 367
11833 621 571
19892 9746 934
18755 8229 341
652 10167 869
19667 12729 65
13684 1808 403
13603 12199 654
8659 11015 748
17703 3364 357
13606 321 370
6351 18569 333
9092 16797 138
11837 579 113
17424 2630 51
4612 17944 112
17006 6159 196
4543 14888 611
8245 3448 4
10102 16678 107
4885 8839 649
918 2335 724
10420 19872 202
7310 7274 702
3620 12184 209
6436 7507 742
15264 11634 273
3796 7872 843
18863 17884 788
6113 458 483
10235 3070 783
11426 3308 716
11866 15438 230
17653 15008 266
11895 4079 439
13567 16667 656
7017 3733 635
13289 14432 791
14421 18516 588
3231 6434 154
15123 13924 11
12629 11361 286
15877 4907 750
4969 12370 382
5855 15038 466
19239 2614 520
5251 17190 748
7756 5029 191
1828 11947 953
4783 10780 303
13560 14466 880
11298 18499 7
15601 1578 465
1382 13472 315
7998 18654 436
7940 5582 61
2378 14471 495
257 17550 157
4554 9013 850
13043 4166 293
7428 3905 774
4940 9777 54
5401 5338 720
17741 13895 551
15028 12797 34
11188 1348 177
14252 12548 8
2309 747 697
19958 2606 634
16906 14306 607
15424 2072 935
11785 15872 814
7505 17062 176
17319 1054 484
658 7762 933
13175 4379 821
12079 6470 110
3113 9083 325
5065 4556 249
14471 5665 923
9083 8380 314
17630 3663 275
10103 11117 260
14398 7148 692
3565 9796 826
8335 15848 431
6035 14892 805
17336 1425 626
16787 15799 407
17914 3089 499
6798 17848 602
13384 13806 73
3982 7534 505
4567 8347 287
9930 15135 181
12350 7475 390
498 3358 829
18567 2772 729
4654 3528 329
16427 6557 187
12595 15994 939
12877 11504 831
14904 17363 655
947 15811 997
16066 1503 80
13523 16645 803
2319 9000 49
14380 12495 429
11094 9243 45
5459 13784 383
19297 15275 289
4034 16117 737
1270 5441 788
3406 9203 604
5976 11915 761
17258 1421 767
12889 18777 412
15002 9521 950
2093 6216 588
17510 9330 817
15581 19014 491
16424 15456 57
16545 12388 896
2556 14092 38
19364 12244 45
14523 17966 966
10419 5188 266
17336 2247 426
19303 12512 144
13800 11385 829
4429 18379 724
1388 18515 838
2398 870 43
13468 4598 329
13444 4652 478
7742 19930 870
6136 18558 301
7700 857 631
6553 4196 852
3317 7016 237
16697 10410 57
7525 9656 1
19845 15193 96
5374 15060 116
16100 13522 290
18976 799 154
1052 7663 172
3547 1899 187
17627 2019 148
3794 19878 218
1438 640 216
1287 8539 2
2659 10974 873
10560 3604 341
2815 12686 641
6397 10874 80
17114 11614 916
19187 15108 8
9631 14488 249
13923 19543 507
8054 10034 12121 14006
11435 3963 17910 8200
12220 14564 14804 18904
18318 5778 19375 11139
17405 18283 18562 19557
14145 6103 15389 12064
4617 17425 7630 18407
3294 9814 14857 18864
12904 7696 17996 19181
16139 10110 17314 15889
5778 1550 13087 3950
10086 14902 16752 19508
5365 17141 16917 17395
9471 18290 14345 18407
10092 16654 11616 19245
5834 14305 19241 15242
19364 5141 19955 10262
10660 19683 17131 19829
71 8132 4757 14576
12844 4713 15706 15700
10262 11502 17527 14990
551 11518 14194 17658
3511 14589 18193 19121
17929 1377 19569 19530
6717 18084 18327 19401
10744 15360 11934 19788
4891 611 11771 7707
15579 13457 16065 16739
12941 11961 14476 16752
2337 7659 18524 18934
5847 4974 7621 8541
11539 9055 14257 9084
11367 9033 13097 12466
4866 1066 8760 13839
5838 18498 11877 19881
3939 18879 7251 19042
4302 5245 17625 13276
8835 3834 9939 16518
4586 2526 13572 15318
5213 9236 16283 9904
13190 5602 15958 13027
9167 18295 10040 18300
2328 11902 6613 15411
10420 12619 13316 13237
12362 15309 15378 16963
12776 4074 16852 6982
16472 14819 16876 19486
4794 1069 9928 15027
2303 17950 9671 19110
8575 9345 15163 13417
5203 5474 8497 9310
15743 7318 19180 17487
8311 19627 10103 19789
8107 974 8584 19896
6217 19852 16114 19998
8069 11211 8157 13511
2458 9616 18363 12769
7832 14957 14798 17395
7549 9761 9395 11324
13704 3725 14075 19506
1713 11943 15008 12527
18836 16204 19635 18417
10350 434 16244 16687
13446 13732 16915 16023
6128 5541 16743 15482
18607 10421 18742 15820
15746 801 16258 9808
4128 14274 18116 18517
12171 18854 12869 19757
18545 7271 18921 12215
14248 13552 17083 14153
645 13956 14418 15608
17406 11915 19079 15924
9740 15076 12590 18799
11290 6711 18568 9985
15355 4101 17314 14576
16552 14464 19457 17851
3957 4529 19071 6983
14715 14270 19347 18376
19065 2366 19971 18056
11708 4335 16823 4924
470 12513 6534 16589
57 15650 176 19050
12699 6828 19829 13576
18967 10755 19100 14986
17974 4021 18366 4773
8416 17449 14000 18863
2777 9442 17614 19720
14947 12603 17454 14982
19497 1084 19765 4918
8075 4640 17765 14334
19173 4243 19850 18035
10507 8227 17328 17959
8200 8381 12214 12401
12597 7372 16497 10003
2717 11464 15047 14750
14937 12035 18942 17781
7217 13984 19458 18867
17767 3899 18666 13132
11801 4557 14703 6439
4913 6659 17268 16598
9484 17556 17329 18918
739 13565 16195 15486
6353 6488 13854 12846
14941 19810 18312 19862
16076 2647 19156 11279
318 1416 1136 2806
19119 837 19154 19239
711 15588 14791 19826
7110 16801 12911 19583
471 15675 17351 17919
19518 1990 19762 11437
6266 143 17241 19340
8212 2738 13610 14260
16543 3582 16857 3697
5411 10389 11628 10855
11642 18569 18493 19496
1358 7126 18114 7499
5847 17411 14244 19097
14844 5598 15223 11757
16412 5282 16596 18636
19500 9801 19691 18829
16448 4313 19815 18919
14082 17790 16443 19880
8861 348 11673 18847
10768 1419 11363 8766
8548 4528 10851 12185
4297 6666 9210 8949
12080 11375 14935 16529
13139 10826 15571 12311
16120 5094 17707 18356
7097 5538 12155 14280
3259 4185 16113 13354
11735 14418 12363 15183
4359 6327 6250 7525
4478 5112 13156 12470
3450 2756 12664 19203
15670 4448 16194 10761
13422 12243 19799 19983
4955 8809 11117 18343
5883 492 18079 8578
6551 8793 17017 11550
309 3433 1274 5660
11838 11165 13044 14870
7296 10727 9592 18316
8365 1451 16417 8156
17559 12757 18385 14000
19253 11588 19645 13014
2037 2840 13891 7791
3282 6751 11672 11128
13353 9147 13463 13718
18452 3573 18975 10965
8291 10848 10364 16316
10399 19274 19348 19380
4642 861 10450 15353
1356 11817 9778 19844
16494 18799 18969 19649
1952 6387 13737 12502
9075 18661 12544 19012
18536 6959 19976 12538
14875 16766 19072 19026
5362 12824 18663 19703
2196 12892 10376 16905
9785 14948 14982 15651
1956 1840 8209 4835
11711 12039 14428 16770
8582 9247 16243 13184
566 12998 2393 15803
14744 18773 17318 19939
3151 9226 6530 15048
17504 176 19190 10744
13925 3615 18573 9220
11108 15948 15550 19450
14247 13750 17782 18466
356 10440 11715 12676
5745 10057 9532 13700
12478 14881 13612 18480
1383 1528 2896 17853
2899 2064 13338 5969
996 11410 17837 15798
17757 11673 18111 18460
5832 15646 15557 18730
17864 2732 18532 13977
13942 3292 15354 13721
15006 326 15942 5149
7368 15011 11430 17067
8952 1186 19019 12869
8987 13625 10417 14544
13632 17844 13972 19929
19353 18562 19867 19651
576 13161 19895 14489
10796 7150 16642 15243
3855 13169 5607 14825
15123 16244 16830 17692
14293 12025 18650 18667
696 5147 16310 15529
8078 16346 13580 16461
3304 11472 17551 16645
2203 362 18315 17052
5476 3606 19363 8169
16599 12825 19716 15201
7571 15688 11466 19554
19803 3870 19996 10017
9299 17474 12219 19105
111 19183 19741 19769
10032 572 15529 6236
12521 11138 14183 17214
3165 17666 3510 18229
211 3165 6277 8160
17234 6546 18197 7561
9736 11029 19456 13817
12344 12273 16799 13631
13575 6877 17819 8798
19002 12415 19331 12698
3183 465 10001 7280
5657 6719 5678 9133
1847 14578 17486 17080
554 17961 3654 18299
18349 19477 18974 19638
5320 3644 5961 10420
18394 19729 18824 19831
3422 10946 6744 14308
14999 7214 19434 15939
2802 18047 12589 19191
8128 7813 17809 11463
9998 2969 18856 7492
17156 17420 17461 19847
6383 18972 15887 19630
4945 3212 12841 10774
10370 19415 19024 19869
10976 2713 18325 7437
9699 8480 19039 16568
17234 5757 18941 19478
3398 3868 12331 18032
1796 8323 2905 14997
18314 2590 18876 5567
19226 17004 19377 19980
14335 1986 16864 4781
675 463 10654 14378
1905 2429 4260 12538
19137 5696 19143 7182
17983 12035 19536 17496
5296 9034 14785 12034
5080 1636 12316 6296
9470 15349 19430 17835
18994 17453 19518 17900
4671 7221 12389 12236
931 11791 8417 17810
18031 11739 18676 17117
649 11490 13590 17817
6118 14411 10702 16598
5997 7921 12185 12592
15806 12480 16748 12883
1489 17947 13851 18876
16140 8477 18546 9445
14362 5028 19331 18285
4532 14036 13030 16049
9447 9445 11472 16532
9655 6098 16884 11530
12050 3377 13214 8888
14272 18220 19706 19020
19795 477 19884 6874
1598 10249 16024 18734
12496 13197 19495 19319
19802 12723 19858 16146
5833 4097 17780 17846
16797 9737 19052 11323
18596 146 19918 13206
1868 1412 14288 12862
9135 5629 13921 16856
7894 17552 9096 19737
5327 11286 9563 15875
6473 2599 11451 9236
15325 17571 17320 18010
11797 459 18153 7686
7552 9927 11987 14017
7879 10771 8291 19642
13602 6545 18651 17376
17938 6812 19017 10811
7248 11803 16174 19067
17621 9748 18171 12354
17502 10616 18011 13040
13313 5567 17189 15701
8847 14625 19843 19110
18824 2487 19702 2668
903 19617 13580 19796
12219 11943 14170 14123
18488 18267 18839 18657
9268 19813 17388 19955
18044 7899 19010 19767
3231 3877 13471 15613
8320 13086 8784 13774
9427 8249 15619 17769
4617 197 6263 700
13984 18128 14389 18712
18712 10101 19328 14916
2777 18585 12546 18617
8483 4997 19297 18468
13593 10487 14006 10633
3812 12676 12401 19147
19981 19891 19996 19894
4573 12227 16340 13135
7814 4280 17132 16615
13636 18760 18325 19314
8101 12613 10421 16324
3210 7101 6184 14778
11120 7352 13181 16074
11213 1810 19204 4474
8172 6182 18009 17252
3697 13142 6308 14453
19070 9233 19786 17321
18254 18770 19318 18936
966 11611 11395 15014
13142 16264 14565 18394
19558 306 19903 15403
6928 11172 18740 11990
11614 12104 12851 15438
4364 16514 19744 19145
9819 1924 14908 12269
10837 2327 14566 15886
7778 12263 16469 15777
1598 7166 5136 19641
2401 7083 14497 15849
3028 19293 10111 19537
523 6223 18763 12152
12255 11723 12716 19302
12703 9584 12790 14948
2054 3461 14325 12205
3146 9920 5041 13399
7605 10770 16302 11246
17902 17338 19893 18466
1948 13595 2034 18063
12778 144 19940 15633
9327 18017 15281 18321
7992 18003 9434 18551
1908 17900 15269 18695
13369 8044 16804 10479
7575 15865 16729 19709
15898 18435 18258 18532
3440 11222 14081 15049
12561 13230 17807 14598
16547 8412 19950 9486
375 15874 13100 17025
15451 12102 15695 12126
2948 14033 6218 18402
14418 14396 16643 16259
5088 14234 17561 14383
11378 6093 16492 6277
7045 16755 14124 17187
9327 17310 10244 19400
3493 7889 19181 8346
13017 14839 19934 17028
3977 11938 8255 12067
4756 262 7368 6330
2766 19967 8980 19996
3280 3741 18972 19554
9601 16271 10460 17932
18809 2093 19867 2321
6220 10717 14441 15535
2814 7797 4391 12160
11743 17052 13869 19209
2334 6466 5389 8590
17818 3004 18122 14475
4168 14424 19685 16355
11944 17984 19493 18439
2788 15166 9343 19343
17339 6505 19202 6548
4166 17303 8766 18112
2284 14741 9361 16348
11142 15544 16978 15995
10673 1014 19545 17625
9566 14859 18337 16400
14016 17148 15861 18535
16570 19809 16868 19848
14277 18249 19915 19242
12500 1417 17228 13456
4705 6430 16212 11439
6216 194 9839 18250
1099 17833 5504 18244
14221 1583 14553 1635
16713 16800 19590 17516
3896 11212 18176 11432
18735 16682 19569 18308
10071 11496 15895 14753
8761 10937 12151 13967
11067 14073 15306 14451
9819 700 18703 7144
1597 3207 7313 17116
8438 9994 10943 17599
12744 2804 18420 16776
8449 2882 11958 2947
10986 10081 15315 15312
1733 12871 12487 18193
9355 6251 11893 6797
14182 7573 14211 15086
11279 18253 13022 19990
15106 7353 16805 12685
6713 19577 13990 19827
10120 5661 14434 11707
2224 16308 16457 18083
15919 10032 16450 12574
10507 10488 17432 12979
12779 17521 18315 17609
10349 14840 15314 16459
6724 13156 17672 15481
5881 5619 20000 10741
12111 5401 17695 12357
18168 4719 18795 6511
9507 7077 10602 19619
8331 14458 19059 19936
15508 7996 18872 11166
13630 19490 13988 19802
19736 18678 19846 18982
16386 19355 18776 19517
3500 7529 4187 15683
14569 18094 18756 19518
17039 17795 18816 19414
15456 8515 15845 11943
15234 15525 18527 15683
17690 18799 19748 19623
9755 18448 11901 19766
15219 1641 15466 3951
1647 7122 2755 19308
19124 14121 19203 16345
3068 2485 7508 17910
17930 15349 18792 15792
12361 17188 16623 18609
8031 2420 14837 3709
318 3839 3470 11443
17057 8418 18229 14690
14525 18827 19879 19683
1708 14494 17935 19219
16546 12801 19909 16345
19381 1018 19916 8645
18359 5741 19899 7727
6999 16709 13805 17410
1404 3866 4089 9794
13348 2171 16595 16804
1964 12377 2156 18027
7524 5626 17063 6120
9238 18275 17637 19239
10284 1597 17582 19668
8357 8462 15041 19181
18352 7472 19254 9452
17360 13973 17501 17194
18978 8859 19606 11813
15694 19194 18374 19901
3064 726 8128 11466
16450 16721 19567 18912
1398 15996 13173 16679
15427 15859 17022 18299
19338 262 19519 19714
15768 19725 18361 19887
4279 10405 10087 18076
3618 1514 7969 3062
9642 18044 13197 18739
4935 18080 14520 19822
14546 11239 17525 16150
248 19412 16384 19440
2199 17983 16474 18769
11814 15669 13137 17204
13913 19752 19216 19855
11022 18104 14452 19703
11922 10581 19378 18380
4247 15185 9901 17870
14323 18836 18968 19228
3588 7438 17059 11812
18503 19383 18916 19582
15068 15784 16742 17671
5255 17867 6102 19376
5793 11598 10740 16845
16277 16320 19881 18998
3071 6758 18268 17170
14212 7357 16328 12541
6017 9402 16949 10133
18564 954 19931 15322
5043 9697 8512 13858
15253 8082 18359 16228
14519 10086 17794 14776
14336 4766 15295 16229
17679 2240 17799 2391
2300 14909 8917 16995
17726 8128 19860 10040
6909 3082 11289 12417
1038 7638 13700 9725
11188 18344 19323 19325
18122 6329 18742 14933
11379 7920 11416 11131
14525 402 17803 3574
11585 18657 16273 18843
598 923 16388 11179
12507 1963 19122 12354
1431 2409 5332 19845
18597 13435 19403 13754
3375 14421 3403 18356
10016 16979 11732 19479
13049 15402 18709 17860
12303 1786 16322 10890
4363 5230 6120 12140
2589 16669 9274 19691
13231 18646 18423 19014
6188 3623 7826 14657
1017 74 6009 9446
18530 12965 19394 13669
18245 7424 19917 16362
1466 3231 14458 9212
10550 9524 16931 10120
991 5923 9438 14993
15664 2659 16946 19304
3096 4169 4213 18980
16141 12815 16907 15210
6831 4808 10808 13392
1531 12906 18707 19348
